Domain,Area,Element,Item,Year,Value
"Emissions intensities","Mozambique","Emissions intensity","Meat of sheep, fresh or chilled","2021","146.076"
"Emissions intensities","Mozambique","Emissions intensity","Meat of chickens, fresh or chilled","2021","0.3304"
"Emissions intensities","Mozambique","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","3.3913"
"Emissions intensities","Myanmar","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","107.456"
"Emissions intensities","Myanmar","Emissions intensity","Meat of goat, fresh or chilled","2021","38.8381"
"Emissions intensities","Myanmar","Emissions intensity","Meat of buffalo, fresh or chilled","2021","122.5214"
"Emissions intensities","Myanmar","Emissions intensity","Meat of sheep, fresh or chilled","2021","37.4264"
"Emissions intensities","Myanmar","Emissions intensity","Meat of chickens, fresh or chilled","2021","0.4748"
"Emissions intensities","Myanmar","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","5.0595"
"Emissions intensities","Namibia","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","105.8832"
"Emissions intensities","Namibia","Emissions intensity","Meat of goat, fresh or chilled","2021","122.1914"
"Emissions intensities","Namibia","Emissions intensity","Meat of sheep, fresh or chilled","2021","47.3159"
"Emissions intensities","Namibia","Emissions intensity","Meat of chickens, fresh or chilled","2021","1.3497"
"Emissions intensities","Namibia","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","3.6164"
"Emissions intensities","Nauru","Emissions intensity","Meat of chickens, fresh or chilled","2021","0.6208"
"Emissions intensities","Nauru","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","19.6078"
"Emissions intensities","Nepal","Emissions intensity","Meat of goat, fresh or chilled","2021","37.2018"
"Emissions intensities","Nepal","Emissions intensity","Meat of buffalo, fresh or chilled","2021","35.2022"
"Emissions intensities","Nepal","Emissions intensity","Meat of sheep, fresh or chilled","2021","34.8569"
"Emissions intensities","Nepal","Emissions intensity","Meat of chickens, fresh or chilled","2021","0.9511"
"Emissions intensities","Nepal","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","7.5185"
"Emissions intensities","Netherlands (Kingdom of the)","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","10.9594"
"Emissions intensities","Netherlands (Kingdom of the)","Emissions intensity","Meat of goat, fresh or chilled","2021","3.8136"
"Emissions intensities","Netherlands (Kingdom of the)","Emissions intensity","Meat of sheep, fresh or chilled","2021","14.7489"
"Emissions intensities","Netherlands (Kingdom of the)","Emissions intensity","Meat of chickens, fresh or chilled","2021","0.2271"
"Emissions intensities","Netherlands (Kingdom of the)","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","1.8318"
"Emissions intensities","New Caledonia","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","62.7095"
"Emissions intensities","New Caledonia","Emissions intensity","Meat of goat, fresh or chilled","2021","487.5481"
"Emissions intensities","New Caledonia","Emissions intensity","Meat of sheep, fresh or chilled","2021","52.2699"
"Emissions intensities","New Caledonia","Emissions intensity","Meat of chickens, fresh or chilled","2021","1.3156"
"Emissions intensities","New Caledonia","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","6.3492"
"Emissions intensities","New Zealand","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","16.614"
"Emissions intensities","New Zealand","Emissions intensity","Meat of goat, fresh or chilled","2021","15.3067"
"Emissions intensities","New Zealand","Emissions intensity","Meat of sheep, fresh or chilled","2021","19.7176"
"Emissions intensities","New Zealand","Emissions intensity","Meat of chickens, fresh or chilled","2021","0.3311"
"Emissions intensities","New Zealand","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","2.4513"
"Emissions intensities","Nicaragua","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","56.9559"
"Emissions intensities","Nicaragua","Emissions intensity","Meat of goat, fresh or chilled","2021","50.0688"
"Emissions intensities","Nicaragua","Emissions intensity","Meat of sheep, fresh or chilled","2021","60.1575"
"Emissions intensities","Nicaragua","Emissions intensity","Meat of chickens, fresh or chilled","2021","0.5583"
"Emissions intensities","Nicaragua","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","8.6798"
"Emissions intensities","Niger","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","274.7864"
"Emissions intensities","Niger","Emissions intensity","Meat of goat, fresh or chilled","2021","99.675"
"Emissions intensities","Niger","Emissions intensity","Meat of sheep, fresh or chilled","2021","113.3899"
"Emissions intensities","Niger","Emissions intensity","Meat of chickens, fresh or chilled","2021","3.4052"
"Emissions intensities","Niger","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","7.7318"
"Emissions intensities","Nigeria","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","73.0511"
"Emissions intensities","Nigeria","Emissions intensity","Meat of goat, fresh or chilled","2021","70.0305"
"Emissions intensities","Nigeria","Emissions intensity","Meat of sheep, fresh or chilled","2021","70.1191"
"Emissions intensities","Nigeria","Emissions intensity","Meat of chickens, fresh or chilled","2021","0.7636"
"Emissions intensities","Nigeria","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","6.698"
"Emissions intensities","Niue","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","44.4227"
"Emissions intensities","Niue","Emissions intensity","Meat of chickens, fresh or chilled","2021","2.2574"
"Emissions intensities","Niue","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","16.7781"
"Emissions intensities","North Macedonia","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","36.896"
"Emissions intensities","North Macedonia","Emissions intensity","Meat of sheep, fresh or chilled","2021","15.2565"
"Emissions intensities","North Macedonia","Emissions intensity","Meat of chickens, fresh or chilled","2021","0.8707"
"Emissions intensities","North Macedonia","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","3.4631"
"Emissions intensities","Norway","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","17.1078"
"Emissions intensities","Norway","Emissions intensity","Meat of goat, fresh or chilled","2021","25.591"
"Emissions intensities","Norway","Emissions intensity","Meat of sheep, fresh or chilled","2021","30.0713"
"Emissions intensities","Norway","Emissions intensity","Meat of chickens, fresh or chilled","2021","0.3862"
"Emissions intensities","Norway","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","1.6684"
"Emissions intensities","Oman","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","25.2978"
"Emissions intensities","Oman","Emissions intensity","Meat of goat, fresh or chilled","2021","12.3034"
"Emissions intensities","Oman","Emissions intensity","Meat of sheep, fresh or chilled","2021","1.1069"
"Emissions intensities","Oman","Emissions intensity","Meat of chickens, fresh or chilled","2021","1.9613"
"Emissions intensities","Pakistan","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","26.8381"
"Emissions intensities","Pakistan","Emissions intensity","Meat of goat, fresh or chilled","2021","33.3223"
"Emissions intensities","Pakistan","Emissions intensity","Meat of buffalo, fresh or chilled","2021","43.9481"
"Emissions intensities","Pakistan","Emissions intensity","Meat of sheep, fresh or chilled","2021","27.3348"
"Emissions intensities","Pakistan","Emissions intensity","Meat of chickens, fresh or chilled","2021","3.0531"
"Emissions intensities","Palestine","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","3.8867"
"Emissions intensities","Palestine","Emissions intensity","Meat of goat, fresh or chilled","2021","3.1442"
"Emissions intensities","Palestine","Emissions intensity","Meat of sheep, fresh or chilled","2021","4.1698"
"Emissions intensities","Palestine","Emissions intensity","Meat of chickens, fresh or chilled","2021","0.4909"
"Emissions intensities","Panama","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","35.7199"
"Emissions intensities","Panama","Emissions intensity","Meat of chickens, fresh or chilled","2021","0.4167"
"Emissions intensities","Panama","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","1.8754"
"Emissions intensities","Papua New Guinea","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","67.4308"
"Emissions intensities","Papua New Guinea","Emissions intensity","Meat of goat, fresh or chilled","2021","42.7717"
"Emissions intensities","Papua New Guinea","Emissions intensity","Meat of sheep, fresh or chilled","2021","48.6183"
"Emissions intensities","Papua New Guinea","Emissions intensity","Meat of chickens, fresh or chilled","2021","1.5293"
"Emissions intensities","Papua New Guinea","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","12.5417"
"Emissions intensities","Paraguay","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","52.4311"
"Emissions intensities","Paraguay","Emissions intensity","Meat of goat, fresh or chilled","2021","31.4813"
"Emissions intensities","Paraguay","Emissions intensity","Meat of sheep, fresh or chilled","2021","37.9741"
"Emissions intensities","Paraguay","Emissions intensity","Meat of chickens, fresh or chilled","2021","0.6633"
"Emissions intensities","Paraguay","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","4.1897"
"Emissions intensities","Peru","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","51.817"
"Emissions intensities","Peru","Emissions intensity","Meat of goat, fresh or chilled","2021","68.9423"
"Emissions intensities","Peru","Emissions intensity","Meat of sheep, fresh or chilled","2021","70.7867"
"Emissions intensities","Peru","Emissions intensity","Meat of chickens, fresh or chilled","2021","0.3456"
"Emissions intensities","Peru","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","4.0196"
"Emissions intensities","Philippines","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","39.4591"
"Emissions intensities","Philippines","Emissions intensity","Meat of goat, fresh or chilled","2021","28.461"
"Emissions intensities","Philippines","Emissions intensity","Meat of buffalo, fresh or chilled","2021","91.6708"
"Emissions intensities","Philippines","Emissions intensity","Meat of sheep, fresh or chilled","2021","56.7143"
"Emissions intensities","Philippines","Emissions intensity","Meat of chickens, fresh or chilled","2021","0.1616"
"Emissions intensities","Philippines","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","2.0156"
"Emissions intensities","Poland","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","17.2078"
"Emissions intensities","Poland","Emissions intensity","Meat of goat, fresh or chilled","2021","120.9291"
"Emissions intensities","Poland","Emissions intensity","Meat of sheep, fresh or chilled","2021","67.9666"
"Emissions intensities","Poland","Emissions intensity","Meat of chickens, fresh or chilled","2021","0.2042"
"Emissions intensities","Poland","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","1.0893"
"Emissions intensities","Portugal","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","31.5497"
"Emissions intensities","Portugal","Emissions intensity","Meat of goat, fresh or chilled","2021","10.9109"
"Emissions intensities","Portugal","Emissions intensity","Meat of sheep, fresh or chilled","2021","40.4819"
"Emissions intensities","Portugal","Emissions intensity","Meat of chickens, fresh or chilled","2021","0.0323"
"Emissions intensities","Portugal","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","2.2004"
"Emissions intensities","Puerto Rico","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","110.5463"
"Emissions intensities","Puerto Rico","Emissions intensity","Meat of goat, fresh or chilled","2021","15.5202"
"Emissions intensities","Puerto Rico","Emissions intensity","Meat of sheep, fresh or chilled","2021","71.6393"
"Emissions intensities","Puerto Rico","Emissions intensity","Meat of chickens, fresh or chilled","2021","1.705"
"Emissions intensities","Puerto Rico","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","1.5005"
"Emissions intensities","Qatar","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","33.2599"
"Emissions intensities","Qatar","Emissions intensity","Meat of goat, fresh or chilled","2021","54.9082"
"Emissions intensities","Qatar","Emissions intensity","Meat of sheep, fresh or chilled","2021","17.7755"
"Emissions intensities","Qatar","Emissions intensity","Meat of chickens, fresh or chilled","2021","0.2233"
"Emissions intensities","Republic of Korea","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","21.9307"
"Emissions intensities","Republic of Korea","Emissions intensity","Meat of goat, fresh or chilled","2021","30.3948"
"Emissions intensities","Republic of Korea","Emissions intensity","Meat of sheep, fresh or chilled","2021","50.9541"
"Emissions intensities","Republic of Korea","Emissions intensity","Meat of chickens, fresh or chilled","2021","0.3891"
"Emissions intensities","Republic of Korea","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","1.0258"
"Emissions intensities","Republic of Moldova","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","2.5959"
"Emissions intensities","Republic of Moldova","Emissions intensity","Meat of sheep, fresh or chilled","2021","15.2043"
"Emissions intensities","Republic of Moldova","Emissions intensity","Meat of chickens, fresh or chilled","2021","2.8071"
"Emissions intensities","Republic of Moldova","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","1.3832"
"Emissions intensities","Romania","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","19.8079"
"Emissions intensities","Romania","Emissions intensity","Meat of goat, fresh or chilled","2021","18.153"
"Emissions intensities","Romania","Emissions intensity","Meat of sheep, fresh or chilled","2021","14.6917"
"Emissions intensities","Romania","Emissions intensity","Meat of chickens, fresh or chilled","2021","0.228"
"Emissions intensities","Romania","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","1.9531"
"Emissions intensities","Russian Federation","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","15.2896"
"Emissions intensities","Russian Federation","Emissions intensity","Meat of goat, fresh or chilled","2021","15.4825"
"Emissions intensities","Russian Federation","Emissions intensity","Meat of sheep, fresh or chilled","2021","28.2309"
"Emissions intensities","Russian Federation","Emissions intensity","Meat of chickens, fresh or chilled","2021","0.2416"
"Emissions intensities","Russian Federation","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","1.2684"
"Emissions intensities","Rwanda","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","45.1077"
"Emissions intensities","Rwanda","Emissions intensity","Meat of goat, fresh or chilled","2021","23.7113"
"Emissions intensities","Rwanda","Emissions intensity","Meat of sheep, fresh or chilled","2021","21.2205"
"Emissions intensities","Rwanda","Emissions intensity","Meat of chickens, fresh or chilled","2021","0.8685"
"Emissions intensities","Rwanda","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","28.6669"
"Emissions intensities","Saint Kitts and Nevis","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","52.8337"
"Emissions intensities","Saint Kitts and Nevis","Emissions intensity","Meat of goat, fresh or chilled","2021","186.5299"
"Emissions intensities","Saint Kitts and Nevis","Emissions intensity","Meat of sheep, fresh or chilled","2021","194.0519"
"Emissions intensities","Saint Kitts and Nevis","Emissions intensity","Meat of chickens, fresh or chilled","2021","4.9455"
"Emissions intensities","Saint Kitts and Nevis","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","19.3716"
"Emissions intensities","Saint Lucia","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","47.9496"
"Emissions intensities","Saint Lucia","Emissions intensity","Meat of goat, fresh or chilled","2021","50.5493"
"Emissions intensities","Saint Lucia","Emissions intensity","Meat of sheep, fresh or chilled","2021","20.0818"
"Emissions intensities","Saint Lucia","Emissions intensity","Meat of chickens, fresh or chilled","2021","1.0814"
"Emissions intensities","Saint Lucia","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","2.6302"
"Emissions intensities","Saint Vincent and the Grenadines","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","27.6706"
"Emissions intensities","Saint Vincent and the Grenadines","Emissions intensity","Meat of goat, fresh or chilled","2021","67.8956"
"Emissions intensities","Saint Vincent and the Grenadines","Emissions intensity","Meat of sheep, fresh or chilled","2021","38.5968"
"Emissions intensities","Saint Vincent and the Grenadines","Emissions intensity","Meat of chickens, fresh or chilled","2021","1.7112"
"Emissions intensities","Saint Vincent and the Grenadines","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","3.4167"
"Emissions intensities","Samoa","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","102.8576"
"Emissions intensities","Samoa","Emissions intensity","Meat of chickens, fresh or chilled","2021","3.4214"
"Emissions intensities","Samoa","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","33.2621"
"Emissions intensities","Sao Tome and Principe","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","6.3865"
"Emissions intensities","Sao Tome and Principe","Emissions intensity","Meat of goat, fresh or chilled","2021","151.3932"
"Emissions intensities","Sao Tome and Principe","Emissions intensity","Meat of sheep, fresh or chilled","2021","214.6284"
"Emissions intensities","Sao Tome and Principe","Emissions intensity","Meat of chickens, fresh or chilled","2021","1.3087"
"Emissions intensities","Sao Tome and Principe","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","23.1656"
"Emissions intensities","Saudi Arabia","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","16.7644"
"Emissions intensities","Saudi Arabia","Emissions intensity","Meat of goat, fresh or chilled","2021","17.7244"
"Emissions intensities","Saudi Arabia","Emissions intensity","Meat of sheep, fresh or chilled","2021","15.4186"
"Emissions intensities","Saudi Arabia","Emissions intensity","Meat of chickens, fresh or chilled","2021","0.7721"
"Emissions intensities","Senegal","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","41.4954"
"Emissions intensities","Senegal","Emissions intensity","Meat of goat, fresh or chilled","2021","77.4508"
"Emissions intensities","Senegal","Emissions intensity","Meat of sheep, fresh or chilled","2021","36.1983"
"Emissions intensities","Senegal","Emissions intensity","Meat of chickens, fresh or chilled","2021","2.5142"
"Emissions intensities","Senegal","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","7.1293"
"Emissions intensities","Serbia","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","14.251"
"Emissions intensities","Serbia","Emissions intensity","Meat of goat, fresh or chilled","2021","6.1451"
"Emissions intensities","Serbia","Emissions intensity","Meat of sheep, fresh or chilled","2021","19.0862"
"Emissions intensities","Serbia","Emissions intensity","Meat of chickens, fresh or chilled","2021","0.207"
"Emissions intensities","Serbia","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","2.667"
"Emissions intensities","Seychelles","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","14.3007"
"Emissions intensities","Seychelles","Emissions intensity","Meat of goat, fresh or chilled","2021","61.4824"
"Emissions intensities","Seychelles","Emissions intensity","Meat of chickens, fresh or chilled","2021","0.2413"
"Emissions intensities","Seychelles","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","3.1169"
"Emissions intensities","Sierra Leone","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","69.4526"
"Emissions intensities","Sierra Leone","Emissions intensity","Meat of goat, fresh or chilled","2021","109.4723"
"Emissions intensities","Sierra Leone","Emissions intensity","Meat of sheep, fresh or chilled","2021","106.3657"
"Emissions intensities","Sierra Leone","Emissions intensity","Meat of chickens, fresh or chilled","2021","3.9997"
"Emissions intensities","Sierra Leone","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","46.694"
"Emissions intensities","Singapore","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","8.2596"
"Emissions intensities","Singapore","Emissions intensity","Meat of goat, fresh or chilled","2021","17.0722"
"Emissions intensities","Singapore","Emissions intensity","Meat of chickens, fresh or chilled","2021","0.0475"
"Emissions intensities","Slovakia","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","57.8985"
"Emissions intensities","Slovakia","Emissions intensity","Meat of goat, fresh or chilled","2021","6.2593"
"Emissions intensities","Slovakia","Emissions intensity","Meat of sheep, fresh or chilled","2021","125.1634"
"Emissions intensities","Slovakia","Emissions intensity","Meat of chickens, fresh or chilled","2021","0.4309"
"Emissions intensities","Slovakia","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","1.3687"
"Emissions intensities","Slovenia","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","22.2577"
"Emissions intensities","Slovenia","Emissions intensity","Meat of goat, fresh or chilled","2021","14.0876"
"Emissions intensities","Slovenia","Emissions intensity","Meat of sheep, fresh or chilled","2021","26.4514"
"Emissions intensities","Slovenia","Emissions intensity","Meat of chickens, fresh or chilled","2021","0.1546"
"Emissions intensities","Slovenia","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","2.081"
"Emissions intensities","Solomon Islands","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","39.9832"
"Emissions intensities","Solomon Islands","Emissions intensity","Meat of chickens, fresh or chilled","2021","1.3921"
"Emissions intensities","Solomon Islands","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","10.4361"
"Emissions intensities","Somalia","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","98.4077"
"Emissions intensities","Somalia","Emissions intensity","Meat of goat, fresh or chilled","2021","31.3577"
"Emissions intensities","Somalia","Emissions intensity","Meat of sheep, fresh or chilled","2021","27.198"
"Emissions intensities","Somalia","Emissions intensity","Meat of chickens, fresh or chilled","2021","3.066"
"Emissions intensities","Somalia","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","9.4824"
"Emissions intensities","South Africa","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","13.804"
"Emissions intensities","South Africa","Emissions intensity","Meat of goat, fresh or chilled","2021","101.9546"
"Emissions intensities","South Africa","Emissions intensity","Meat of sheep, fresh or chilled","2021","31.4303"
"Emissions intensities","South Africa","Emissions intensity","Meat of chickens, fresh or chilled","2021","0.2824"
"Emissions intensities","South Africa","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","1.075"
"Emissions intensities","South Sudan","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","51.7428"
"Emissions intensities","South Sudan","Emissions intensity","Meat of goat, fresh or chilled","2021","69.7673"
"Emissions intensities","South Sudan","Emissions intensity","Meat of sheep, fresh or chilled","2021","91.7258"
"Emissions intensities","South Sudan","Emissions intensity","Meat of chickens, fresh or chilled","2021","2.9936"
"Emissions intensities","Spain","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","18.0366"
"Emissions intensities","Spain","Emissions intensity","Meat of goat, fresh or chilled","2021","18.1644"
"Emissions intensities","Spain","Emissions intensity","Meat of sheep, fresh or chilled","2021","34.4348"
"Emissions intensities","Spain","Emissions intensity","Meat of chickens, fresh or chilled","2021","0.2309"
"Emissions intensities","Spain","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","2.164"
"Emissions intensities","Sri Lanka","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","36.1502"
"Emissions intensities","Sri Lanka","Emissions intensity","Meat of goat, fresh or chilled","2021","65.9972"
"Emissions intensities","Sri Lanka","Emissions intensity","Meat of buffalo, fresh or chilled","2021","51.8626"
"Emissions intensities","Sri Lanka","Emissions intensity","Meat of sheep, fresh or chilled","2021","20.9585"
"Emissions intensities","Sri Lanka","Emissions intensity","Meat of chickens, fresh or chilled","2021","0.2815"
"Emissions intensities","Sri Lanka","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","9.7239"
"Emissions intensities","Sudan","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","78.9539"
"Emissions intensities","Sudan","Emissions intensity","Meat of goat, fresh or chilled","2021","26.8882"
"Emissions intensities","Sudan","Emissions intensity","Meat of sheep, fresh or chilled","2021","14.7089"
"Emissions intensities","Sudan","Emissions intensity","Meat of chickens, fresh or chilled","2021","2.1196"
"Emissions intensities","Suriname","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","37.8289"
"Emissions intensities","Suriname","Emissions intensity","Meat of goat, fresh or chilled","2021","142.4732"
"Emissions intensities","Suriname","Emissions intensity","Meat of sheep, fresh or chilled","2021","104.4135"
"Emissions intensities","Suriname","Emissions intensity","Meat of chickens, fresh or chilled","2021","1.52"
"Emissions intensities","Suriname","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","3.9477"
"Emissions intensities","Sweden","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","17.3741"
"Emissions intensities","Sweden","Emissions intensity","Meat of goat, fresh or chilled","2021","146.0881"
"Emissions intensities","Sweden","Emissions intensity","Meat of sheep, fresh or chilled","2021","21.7857"
"Emissions intensities","Sweden","Emissions intensity","Meat of chickens, fresh or chilled","2021","0.0585"
"Emissions intensities","Sweden","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","1.5666"
"Emissions intensities","Switzerland","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","14.8177"
"Emissions intensities","Switzerland","Emissions intensity","Meat of goat, fresh or chilled","2021","22.7525"
"Emissions intensities","Switzerland","Emissions intensity","Meat of sheep, fresh or chilled","2021","21.2621"
"Emissions intensities","Switzerland","Emissions intensity","Meat of chickens, fresh or chilled","2021","0.2825"
"Emissions intensities","Switzerland","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","1.7254"
"Emissions intensities","Syrian Arab Republic","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","7.9765"
"Emissions intensities","Syrian Arab Republic","Emissions intensity","Meat of goat, fresh or chilled","2021","14.0507"
"Emissions intensities","Syrian Arab Republic","Emissions intensity","Meat of buffalo, fresh or chilled","2021","11.7693"
"Emissions intensities","Syrian Arab Republic","Emissions intensity","Meat of sheep, fresh or chilled","2021","7.6883"
"Emissions intensities","Syrian Arab Republic","Emissions intensity","Meat of chickens, fresh or chilled","2021","0.202"
"Emissions intensities","Tajikistan","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","10.808"
"Emissions intensities","Tajikistan","Emissions intensity","Meat of sheep, fresh or chilled","2021","11.0641"
"Emissions intensities","Tajikistan","Emissions intensity","Meat of chickens, fresh or chilled","2021","1.9618"
"Emissions intensities","Tajikistan","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","3.5387"
"Emissions intensities","Thailand","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","56.7833"
"Emissions intensities","Thailand","Emissions intensity","Meat of goat, fresh or chilled","2021","58.6616"
"Emissions intensities","Thailand","Emissions intensity","Meat of buffalo, fresh or chilled","2021","100.7547"
"Emissions intensities","Thailand","Emissions intensity","Meat of sheep, fresh or chilled","2021","59.6157"
"Emissions intensities","Thailand","Emissions intensity","Meat of chickens, fresh or chilled","2021","0.4069"
"Emissions intensities","Thailand","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","2.0967"
"Emissions intensities","Timor-Leste","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","297.5567"
"Emissions intensities","Timor-Leste","Emissions intensity","Meat of goat, fresh or chilled","2021","64.8961"
"Emissions intensities","Timor-Leste","Emissions intensity","Meat of buffalo, fresh or chilled","2021","402.3843"
"Emissions intensities","Timor-Leste","Emissions intensity","Meat of sheep, fresh or chilled","2021","127.0169"
"Emissions intensities","Timor-Leste","Emissions intensity","Meat of chickens, fresh or chilled","2021","5.0157"
"Emissions intensities","Timor-Leste","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","8.3567"
"Emissions intensities","Togo","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","90.9375"
"Emissions intensities","Togo","Emissions intensity","Meat of goat, fresh or chilled","2021","265.0222"
"Emissions intensities","Togo","Emissions intensity","Meat of sheep, fresh or chilled","2021","39.1002"
"Emissions intensities","Togo","Emissions intensity","Meat of chickens, fresh or chilled","2021","4.2144"
"Emissions intensities","Togo","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","21.3531"
"Emissions intensities","Tokelau","Emissions intensity","Meat of chickens, fresh or chilled","2021","2.0596"
"Emissions intensities","Tokelau","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","25.1434"
"Emissions intensities","Tonga","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","80.1392"
"Emissions intensities","Tonga","Emissions intensity","Meat of goat, fresh or chilled","2021","119.4847"
"Emissions intensities","Tonga","Emissions intensity","Meat of chickens, fresh or chilled","2021","3.291"
"Emissions intensities","Tonga","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","23.1555"
