Domain,Area,Element,Item,Year,Source,Value
"Emissions from Livestock","Lao People's Democratic Republic","Stocks","Buffalo","2021","FAO TIER 1","1243959"
"Emissions from Livestock","Lao People's Democratic Republic","Stocks","Cattle, dairy","2021","FAO TIER 1","41245"
"Emissions from Livestock","Lao People's Democratic Republic","Stocks","Cattle, non-dairy","2021","FAO TIER 1","2216931"
"Emissions from Livestock","Lao People's Democratic Republic","Stocks","Chickens, broilers","2021","FAO TIER 1","46616189"
"Emissions from Livestock","Lao People's Democratic Republic","Stocks","Chickens, layers","2021","FAO TIER 1","2915916"
"Emissions from Livestock","Lao People's Democratic Republic","Stocks","Ducks","2021","FAO TIER 1","3633233"
"Emissions from Livestock","Lao People's Democratic Republic","Stocks","Goats","2021","FAO TIER 1","711218"
"Emissions from Livestock","Lao People's Democratic Republic","Stocks","Horses","2021","FAO TIER 1","32311"
"Emissions from Livestock","Lao People's Democratic Republic","Stocks","Swine, breeding","2021","FAO TIER 1","446819"
"Emissions from Livestock","Lao People's Democratic Republic","Stocks","Swine, market","2021","FAO TIER 1","4021373"
"Emissions from Livestock","Latvia","Stocks","Buffalo","2021","FAO TIER 1","0"
"Emissions from Livestock","Latvia","Stocks","Cattle, dairy","2021","FAO TIER 1","131200"
"Emissions from Livestock","Latvia","Stocks","Cattle, non-dairy","2021","FAO TIER 1","262270"
"Emissions from Livestock","Latvia","Stocks","Chickens, broilers","2021","FAO TIER 1","0"
"Emissions from Livestock","Latvia","Stocks","Chickens, layers","2021","FAO TIER 1","2500000"
"Emissions from Livestock","Latvia","Stocks","Goats","2021","FAO TIER 1","11400"
"Emissions from Livestock","Latvia","Stocks","Horses","2021","FAO TIER 1","8400"
"Emissions from Livestock","Latvia","Stocks","Sheep","2021","FAO TIER 1","90340"
"Emissions from Livestock","Latvia","Stocks","Swine, breeding","2021","FAO TIER 1","32702"
"Emissions from Livestock","Latvia","Stocks","Swine, market","2021","FAO TIER 1","294318"
"Emissions from Livestock","Latvia","Stocks","Turkeys","2021","FAO TIER 1","5978"
"Emissions from Livestock","Lebanon","Stocks","Asses","2021","FAO TIER 1","14388"
"Emissions from Livestock","Lebanon","Stocks","Camels","2021","FAO TIER 1","131"
"Emissions from Livestock","Lebanon","Stocks","Cattle, dairy","2021","FAO TIER 1","51756"
"Emissions from Livestock","Lebanon","Stocks","Cattle, non-dairy","2021","FAO TIER 1","35064"
"Emissions from Livestock","Lebanon","Stocks","Chickens, broilers","2021","FAO TIER 1","64644445"
"Emissions from Livestock","Lebanon","Stocks","Chickens, layers","2021","FAO TIER 1","3125971"
"Emissions from Livestock","Lebanon","Stocks","Goats","2021","FAO TIER 1","531289"
"Emissions from Livestock","Lebanon","Stocks","Horses","2021","FAO TIER 1","3233"
"Emissions from Livestock","Lebanon","Stocks","Mules and hinnies","2021","FAO TIER 1","4674"
"Emissions from Livestock","Lebanon","Stocks","Sheep","2021","FAO TIER 1","431285"
"Emissions from Livestock","Lebanon","Stocks","Swine, breeding","2021","FAO TIER 1","687"
"Emissions from Livestock","Lebanon","Stocks","Swine, market","2021","FAO TIER 1","6186"
"Emissions from Livestock","Lesotho","Stocks","Asses","2021","FAO TIER 1","97122"
"Emissions from Livestock","Lesotho","Stocks","Cattle, dairy","2021","FAO TIER 1","124444"
"Emissions from Livestock","Lesotho","Stocks","Cattle, non-dairy","2021","FAO TIER 1","229301"
"Emissions from Livestock","Lesotho","Stocks","Chickens, broilers","2021","FAO TIER 1","91446"
"Emissions from Livestock","Lesotho","Stocks","Chickens, layers","2021","FAO TIER 1","270254"
"Emissions from Livestock","Lesotho","Stocks","Goats","2021","FAO TIER 1","762486"
"Emissions from Livestock","Lesotho","Stocks","Horses","2021","FAO TIER 1","43372"
"Emissions from Livestock","Lesotho","Stocks","Mules and hinnies","2021","FAO TIER 1","1029"
"Emissions from Livestock","Lesotho","Stocks","Sheep","2021","FAO TIER 1","1259964"
"Emissions from Livestock","Lesotho","Stocks","Swine, breeding","2021","FAO TIER 1","2918"
"Emissions from Livestock","Lesotho","Stocks","Swine, market","2021","FAO TIER 1","26260"
"Emissions from Livestock","Liberia","Stocks","Cattle, dairy","2021","FAO TIER 1","6796"
"Emissions from Livestock","Liberia","Stocks","Cattle, non-dairy","2021","FAO TIER 1","38544"
"Emissions from Livestock","Liberia","Stocks","Chickens, broilers","2021","FAO TIER 1","7258437"
"Emissions from Livestock","Liberia","Stocks","Chickens, layers","2021","FAO TIER 1","1229391"
"Emissions from Livestock","Liberia","Stocks","Ducks","2021","FAO TIER 1","344561"
"Emissions from Livestock","Liberia","Stocks","Goats","2021","FAO TIER 1","361855"
"Emissions from Livestock","Liberia","Stocks","Sheep","2021","FAO TIER 1","289519"
"Emissions from Livestock","Liberia","Stocks","Swine, breeding","2021","FAO TIER 1","31458"
"Emissions from Livestock","Liberia","Stocks","Swine, market","2021","FAO TIER 1","283124"
"Emissions from Livestock","Libya","Stocks","Asses","2021","FAO TIER 1","27235"
"Emissions from Livestock","Libya","Stocks","Camels","2021","FAO TIER 1","62548"
"Emissions from Livestock","Libya","Stocks","Cattle, dairy","2021","FAO TIER 1","118710"
"Emissions from Livestock","Libya","Stocks","Cattle, non-dairy","2021","FAO TIER 1","80895"
"Emissions from Livestock","Libya","Stocks","Chickens, broilers","2021","FAO TIER 1","26521341"
"Emissions from Livestock","Libya","Stocks","Chickens, layers","2021","FAO TIER 1","9633597"
"Emissions from Livestock","Libya","Stocks","Goats","2021","FAO TIER 1","2636802"
"Emissions from Livestock","Libya","Stocks","Horses","2021","FAO TIER 1","45712"
"Emissions from Livestock","Libya","Stocks","Sheep","2021","FAO TIER 1","7378587"
"Emissions from Livestock","Lithuania","Stocks","Buffalo","2021","FAO TIER 1","0"
"Emissions from Livestock","Lithuania","Stocks","Cattle, dairy","2021","FAO TIER 1","225200"
"Emissions from Livestock","Lithuania","Stocks","Cattle, non-dairy","2021","FAO TIER 1","403500"
"Emissions from Livestock","Lithuania","Stocks","Chickens, broilers","2021","FAO TIER 1","4614680"
"Emissions from Livestock","Lithuania","Stocks","Chickens, layers","2021","FAO TIER 1","3509420"
"Emissions from Livestock","Lithuania","Stocks","Ducks","2021","FAO TIER 1","14930"
"Emissions from Livestock","Lithuania","Stocks","Goats","2021","FAO TIER 1","14700"
"Emissions from Livestock","Lithuania","Stocks","Horses","2021","FAO TIER 1","12809"
"Emissions from Livestock","Lithuania","Stocks","Sheep","2021","FAO TIER 1","136900"
"Emissions from Livestock","Lithuania","Stocks","Swine, breeding","2021","FAO TIER 1","57380"
"Emissions from Livestock","Lithuania","Stocks","Swine, market","2021","FAO TIER 1","516420"
"Emissions from Livestock","Lithuania","Stocks","Turkeys","2021","FAO TIER 1","208920"
"Emissions from Livestock","Luxembourg","Stocks","Buffalo","2021","FAO TIER 1","0"
"Emissions from Livestock","Luxembourg","Stocks","Cattle, dairy","2021","FAO TIER 1","54570"
"Emissions from Livestock","Luxembourg","Stocks","Cattle, non-dairy","2021","FAO TIER 1","132630"
"Emissions from Livestock","Luxembourg","Stocks","Chickens, broilers","2021","FAO TIER 1","61992"
"Emissions from Livestock","Luxembourg","Stocks","Chickens, layers","2021","FAO TIER 1","108598"
"Emissions from Livestock","Luxembourg","Stocks","Goats","2021","FAO TIER 1","5350"
"Emissions from Livestock","Luxembourg","Stocks","Horses","2021","FAO TIER 1","4254"
"Emissions from Livestock","Luxembourg","Stocks","Sheep","2021","FAO TIER 1","9956"
"Emissions from Livestock","Luxembourg","Stocks","Swine, breeding","2021","FAO TIER 1","7833"
"Emissions from Livestock","Luxembourg","Stocks","Swine, market","2021","FAO TIER 1","70497"
"Emissions from Livestock","Madagascar","Stocks","Asses","2021","FAO TIER 1","160"
"Emissions from Livestock","Madagascar","Stocks","Cattle, dairy","2021","FAO TIER 1","1653922"
"Emissions from Livestock","Madagascar","Stocks","Cattle, non-dairy","2021","FAO TIER 1","7184554"
"Emissions from Livestock","Madagascar","Stocks","Chickens, broilers","2021","FAO TIER 1","38843674"
"Emissions from Livestock","Madagascar","Stocks","Chickens, layers","2021","FAO TIER 1","3891111"
"Emissions from Livestock","Madagascar","Stocks","Ducks","2021","FAO TIER 1","4598909"
"Emissions from Livestock","Madagascar","Stocks","Goats","2021","FAO TIER 1","1498079"
"Emissions from Livestock","Madagascar","Stocks","Horses","2021","FAO TIER 1","514"
"Emissions from Livestock","Madagascar","Stocks","Sheep","2021","FAO TIER 1","852075"
"Emissions from Livestock","Madagascar","Stocks","Swine, breeding","2021","FAO TIER 1","124934"
"Emissions from Livestock","Madagascar","Stocks","Swine, market","2021","FAO TIER 1","1124405"
"Emissions from Livestock","Madagascar","Stocks","Turkeys","2021","FAO TIER 1","2372800"
"Emissions from Livestock","Malawi","Stocks","Asses","2021","FAO TIER 1","9521"
"Emissions from Livestock","Malawi","Stocks","Cattle, dairy","2021","FAO TIER 1","115114"
"Emissions from Livestock","Malawi","Stocks","Cattle, non-dairy","2021","FAO TIER 1","1921866"
"Emissions from Livestock","Malawi","Stocks","Chickens, broilers","2021","FAO TIER 1","13913548"
"Emissions from Livestock","Malawi","Stocks","Chickens, layers","2021","FAO TIER 1","5318421"
"Emissions from Livestock","Malawi","Stocks","Goats","2021","FAO TIER 1","11594697"
"Emissions from Livestock","Malawi","Stocks","Horses","2021","FAO TIER 1","554"
"Emissions from Livestock","Malawi","Stocks","Sheep","2021","FAO TIER 1","363035"
"Emissions from Livestock","Malawi","Stocks","Swine, breeding","2021","FAO TIER 1","700913"
"Emissions from Livestock","Malawi","Stocks","Swine, market","2021","FAO TIER 1","6308220"
"Emissions from Livestock","Malaysia","Stocks","Buffalo","2021","FAO TIER 1","63586"
"Emissions from Livestock","Malaysia","Stocks","Cattle, dairy","2021","FAO TIER 1","38754"
"Emissions from Livestock","Malaysia","Stocks","Cattle, non-dairy","2021","FAO TIER 1","662363"
"Emissions from Livestock","Malaysia","Stocks","Chickens, broilers","2021","FAO TIER 1","197445629"
"Emissions from Livestock","Malaysia","Stocks","Chickens, layers","2021","FAO TIER 1","105333371"
"Emissions from Livestock","Malaysia","Stocks","Ducks","2021","FAO TIER 1","9679000"
"Emissions from Livestock","Malaysia","Stocks","Goats","2021","FAO TIER 1","328944"
"Emissions from Livestock","Malaysia","Stocks","Horses","2021","FAO TIER 1","4083"
"Emissions from Livestock","Malaysia","Stocks","Sheep","2021","FAO TIER 1","124223"
"Emissions from Livestock","Malaysia","Stocks","Swine, breeding","2021","FAO TIER 1","185784"
"Emissions from Livestock","Malaysia","Stocks","Swine, market","2021","FAO TIER 1","1672055"
"Emissions from Livestock","Mali","Stocks","Asses","2021","FAO TIER 1","1190567"
"Emissions from Livestock","Mali","Stocks","Camels","2021","FAO TIER 1","1291233"
"Emissions from Livestock","Mali","Stocks","Cattle, dairy","2021","FAO TIER 1","2055791"
"Emissions from Livestock","Mali","Stocks","Cattle, non-dairy","2021","FAO TIER 1","10792905"
"Emissions from Livestock","Mali","Stocks","Chickens, broilers","2021","FAO TIER 1","48989437"
"Emissions from Livestock","Mali","Stocks","Chickens, layers","2021","FAO TIER 1","5713936"
"Emissions from Livestock","Mali","Stocks","Goats","2021","FAO TIER 1","29201079"
"Emissions from Livestock","Mali","Stocks","Horses","2021","FAO TIER 1","607786"
"Emissions from Livestock","Mali","Stocks","Sheep","2021","FAO TIER 1","21149809"
"Emissions from Livestock","Mali","Stocks","Swine, breeding","2021","FAO TIER 1","8826"
"Emissions from Livestock","Mali","Stocks","Swine, market","2021","FAO TIER 1","79436"
"Emissions from Livestock","Malta","Stocks","Buffalo","2021","FAO TIER 1","0"
"Emissions from Livestock","Malta","Stocks","Cattle, dairy","2021","FAO TIER 1","5870"
"Emissions from Livestock","Malta","Stocks","Cattle, non-dairy","2021","FAO TIER 1","8150"
"Emissions from Livestock","Malta","Stocks","Chickens, broilers","2021","FAO TIER 1","617922"
"Emissions from Livestock","Malta","Stocks","Chickens, layers","2021","FAO TIER 1","399358"
"Emissions from Livestock","Malta","Stocks","Goats","2021","FAO TIER 1","5640"
"Emissions from Livestock","Malta","Stocks","Horses","2021","FAO TIER 1","1069"
"Emissions from Livestock","Malta","Stocks","Sheep","2021","FAO TIER 1","12730"
"Emissions from Livestock","Malta","Stocks","Swine, breeding","2021","FAO TIER 1","4005"
"Emissions from Livestock","Malta","Stocks","Swine, market","2021","FAO TIER 1","36045"
"Emissions from Livestock","Martinique","Stocks","Cattle, dairy","2021","FAO TIER 1","0"
"Emissions from Livestock","Martinique","Stocks","Cattle, non-dairy","2021","FAO TIER 1","0"
"Emissions from Livestock","Martinique","Stocks","Chickens, broilers","2021","FAO TIER 1","0"
"Emissions from Livestock","Martinique","Stocks","Chickens, layers","2021","FAO TIER 1","0"
"Emissions from Livestock","Martinique","Stocks","Swine, breeding","2021","FAO TIER 1","0"
"Emissions from Livestock","Martinique","Stocks","Swine, market","2021","FAO TIER 1","0"
"Emissions from Livestock","Mauritania","Stocks","Asses","2021","FAO TIER 1","333721"
"Emissions from Livestock","Mauritania","Stocks","Camels","2021","FAO TIER 1","1503895"
"Emissions from Livestock","Mauritania","Stocks","Cattle, dairy","2021","FAO TIER 1","420923"
"Emissions from Livestock","Mauritania","Stocks","Cattle, non-dairy","2021","FAO TIER 1","1523017"
"Emissions from Livestock","Mauritania","Stocks","Chickens, broilers","2021","FAO TIER 1","3026691"
"Emissions from Livestock","Mauritania","Stocks","Chickens, layers","2021","FAO TIER 1","1745878"
"Emissions from Livestock","Mauritania","Stocks","Goats","2021","FAO TIER 1","7476445"
"Emissions from Livestock","Mauritania","Stocks","Horses","2021","FAO TIER 1","66383"
"Emissions from Livestock","Mauritania","Stocks","Sheep","2021","FAO TIER 1","11010069"
"Emissions from Livestock","Mauritius","Stocks","Asses","2021","FAO TIER 1","60"
"Emissions from Livestock","Mauritius","Stocks","Buffalo","2021","FAO TIER 1","25"
"Emissions from Livestock","Mauritius","Stocks","Cattle, dairy","2021","FAO TIER 1","3022"
"Emissions from Livestock","Mauritius","Stocks","Cattle, non-dairy","2021","FAO TIER 1","1547"
"Emissions from Livestock","Mauritius","Stocks","Chickens, broilers","2021","FAO TIER 1","15196993"
"Emissions from Livestock","Mauritius","Stocks","Chickens, layers","2021","FAO TIER 1","1349780"
"Emissions from Livestock","Mauritius","Stocks","Ducks","2021","FAO TIER 1","40741"
"Emissions from Livestock","Mauritius","Stocks","Goats","2021","FAO TIER 1","25172"
"Emissions from Livestock","Mauritius","Stocks","Horses","2021","FAO TIER 1","150"
"Emissions from Livestock","Mauritius","Stocks","Mules and hinnies","2021","FAO TIER 1","20"
"Emissions from Livestock","Mauritius","Stocks","Sheep","2021","FAO TIER 1","4719"
"Emissions from Livestock","Mauritius","Stocks","Swine, breeding","2021","FAO TIER 1","2037"
"Emissions from Livestock","Mauritius","Stocks","Swine, market","2021","FAO TIER 1","18337"
"Emissions from Livestock","Mauritius","Stocks","Turkeys","2021","FAO TIER 1","1917"
"Emissions from Livestock","Mexico","Stocks","Asses","2021","FAO TIER 1","3288681"
"Emissions from Livestock","Mexico","Stocks","Cattle, dairy","2021","FAO TIER 1","2642246"
"Emissions from Livestock","Mexico","Stocks","Cattle, non-dairy","2021","FAO TIER 1","33356369"
"Emissions from Livestock","Mexico","Stocks","Chickens, broilers","2021","FAO TIER 1","393151907"
"Emissions from Livestock","Mexico","Stocks","Chickens, layers","2021","FAO TIER 1","211530250"
"Emissions from Livestock","Mexico","Stocks","Goats","2021","FAO TIER 1","8786027"
"Emissions from Livestock","Mexico","Stocks","Horses","2021","FAO TIER 1","6404455"
"Emissions from Livestock","Mexico","Stocks","Mules and hinnies","2021","FAO TIER 1","3289771"
"Emissions from Livestock","Mexico","Stocks","Sheep","2021","FAO TIER 1","8766678"
"Emissions from Livestock","Mexico","Stocks","Swine, breeding","2021","FAO TIER 1","1892855"
"Emissions from Livestock","Mexico","Stocks","Swine, market","2021","FAO TIER 1","17035699"
"Emissions from Livestock","Mexico","Stocks","Turkeys","2021","FAO TIER 1","3799100"
"Emissions from Livestock","Micronesia (Federated States of)","Stocks","Buffalo","2021","FAO TIER 1","177"
"Emissions from Livestock","Micronesia (Federated States of)","Stocks","Cattle, dairy","2021","FAO TIER 1","3844"
"Emissions from Livestock","Micronesia (Federated States of)","Stocks","Cattle, non-dairy","2021","FAO TIER 1","14565"
"Emissions from Livestock","Micronesia (Federated States of)","Stocks","Chickens, broilers","2021","FAO TIER 1","98615"
"Emissions from Livestock","Micronesia (Federated States of)","Stocks","Chickens, layers","2021","FAO TIER 1","92400"
"Emissions from Livestock","Micronesia (Federated States of)","Stocks","Goats","2021","FAO TIER 1","4801"
"Emissions from Livestock","Micronesia (Federated States of)","Stocks","Swine, breeding","2021","FAO TIER 1","3837"
"Emissions from Livestock","Micronesia (Federated States of)","Stocks","Swine, market","2021","FAO TIER 1","34532"
"Emissions from Livestock","Mongolia","Stocks","Asses","2021","FAO TIER 1","25"
"Emissions from Livestock","Mongolia","Stocks","Camels","2021","FAO TIER 1","454038"
"Emissions from Livestock","Mongolia","Stocks","Cattle, dairy","2021","FAO TIER 1","1184586"
"Emissions from Livestock","Mongolia","Stocks","Cattle, non-dairy","2021","FAO TIER 1","3837639"
"Emissions from Livestock","Mongolia","Stocks","Chickens, broilers","2021","FAO TIER 1","210091"
"Emissions from Livestock","Mongolia","Stocks","Chickens, layers","2021","FAO TIER 1","939800"
"Emissions from Livestock","Mongolia","Stocks","Goats","2021","FAO TIER 1","26456089"
"Emissions from Livestock","Mongolia","Stocks","Horses","2021","FAO TIER 1","4324444"
"Emissions from Livestock","Mongolia","Stocks","Sheep","2021","FAO TIER 1","31086963"
"Emissions from Livestock","Mongolia","Stocks","Swine, breeding","2021","FAO TIER 1","3058"
"Emissions from Livestock","Mongolia","Stocks","Swine, market","2021","FAO TIER 1","27519"
"Emissions from Livestock","Montenegro","Stocks","Cattle, dairy","2021","FAO TIER 1","49168"
"Emissions from Livestock","Montenegro","Stocks","Cattle, non-dairy","2021","FAO TIER 1","26744"
"Emissions from Livestock","Montenegro","Stocks","Chickens, broilers","2021","FAO TIER 1","69346"
"Emissions from Livestock","Montenegro","Stocks","Chickens, layers","2021","FAO TIER 1","540000"
"Emissions from Livestock","Montenegro","Stocks","Goats","2021","FAO TIER 1","28539"
"Emissions from Livestock","Montenegro","Stocks","Horses","2021","FAO TIER 1","3772"
"Emissions from Livestock","Montenegro","Stocks","Sheep","2021","FAO TIER 1","181909"
"Emissions from Livestock","Montenegro","Stocks","Swine, breeding","2021","FAO TIER 1","2418"
"Emissions from Livestock","Montenegro","Stocks","Swine, market","2021","FAO TIER 1","21764"
"Emissions from Livestock","Morocco","Stocks","Asses","2021","FAO TIER 1","925000"
"Emissions from Livestock","Morocco","Stocks","Camels","2021","FAO TIER 1","62413"
"Emissions from Livestock","Morocco","Stocks","Cattle, dairy","2021","FAO TIER 1","1675506"
"Emissions from Livestock","Morocco","Stocks","Cattle, non-dairy","2021","FAO TIER 1","1503370"
"Emissions from Livestock","Morocco","Stocks","Chickens, broilers","2021","FAO TIER 1","148449451"
"Emissions from Livestock","Morocco","Stocks","Chickens, layers","2021","FAO TIER 1","69012590"
"Emissions from Livestock","Morocco","Stocks","Goats","2021","FAO TIER 1","6207391"
"Emissions from Livestock","Morocco","Stocks","Horses","2021","FAO TIER 1","190000"
"Emissions from Livestock","Morocco","Stocks","Mules and hinnies","2021","FAO TIER 1","387000"
"Emissions from Livestock","Morocco","Stocks","Sheep","2021","FAO TIER 1","22726481"
"Emissions from Livestock","Morocco","Stocks","Swine, breeding","2021","FAO TIER 1","796"
"Emissions from Livestock","Morocco","Stocks","Swine, market","2021","FAO TIER 1","7163"
"Emissions from Livestock","Morocco","Stocks","Turkeys","2021","FAO TIER 1","12788308"
"Emissions from Livestock","Mozambique","Stocks","Asses","2021","FAO TIER 1","51350"
"Emissions from Livestock","Mozambique","Stocks","Cattle, dairy","2021","FAO TIER 1","984672"
"Emissions from Livestock","Mozambique","Stocks","Cattle, non-dairy","2021","FAO TIER 1","1234963"
"Emissions from Livestock","Mozambique","Stocks","Chickens, broilers","2021","FAO TIER 1","11025895"
"Emissions from Livestock","Mozambique","Stocks","Chickens, layers","2021","FAO TIER 1","9955556"
"Emissions from Livestock","Mozambique","Stocks","Ducks","2021","FAO TIER 1","2556621"
"Emissions from Livestock","Mozambique","Stocks","Goats","2021","FAO TIER 1","3862895"
"Emissions from Livestock","Mozambique","Stocks","Sheep","2021","FAO TIER 1","229514"
"Emissions from Livestock","Mozambique","Stocks","Swine, breeding","2021","FAO TIER 1","168193"
"Emissions from Livestock","Mozambique","Stocks","Swine, market","2021","FAO TIER 1","1513740"
"Emissions from Livestock","Mozambique","Stocks","Turkeys","2021","FAO TIER 1","117624"
"Emissions from Livestock","Myanmar","Stocks","Buffalo","2021","FAO TIER 1","1980000"
"Emissions from Livestock","Myanmar","Stocks","Cattle, dairy","2021","FAO TIER 1","3703333"
"Emissions from Livestock","Myanmar","Stocks","Cattle, non-dairy","2021","FAO TIER 1","6596667"
"Emissions from Livestock","Myanmar","Stocks","Chickens, broilers","2021","FAO TIER 1","78317671"
"Emissions from Livestock","Myanmar","Stocks","Chickens, layers","2021","FAO TIER 1","19682329"
"Emissions from Livestock","Myanmar","Stocks","Ducks","2021","FAO TIER 1","8700000"
"Emissions from Livestock","Myanmar","Stocks","Goats","2021","FAO TIER 1","2145000"
"Emissions from Livestock","Myanmar","Stocks","Horses","2021","FAO TIER 1","102754"
"Emissions from Livestock","Myanmar","Stocks","Mules and hinnies","2021","FAO TIER 1","1041"
"Emissions from Livestock","Myanmar","Stocks","Sheep","2021","FAO TIER 1","440000"
"Emissions from Livestock","Myanmar","Stocks","Swine, breeding","2021","FAO TIER 1","678000"
"Emissions from Livestock","Myanmar","Stocks","Swine, market","2021","FAO TIER 1","6102000"
"Emissions from Livestock","Myanmar","Stocks","Turkeys","2021","FAO TIER 1","3046"
"Emissions from Livestock","Namibia","Stocks","Asses","2021","FAO TIER 1","155780"
"Emissions from Livestock","Namibia","Stocks","Camels","2021","FAO TIER 1","94"
"Emissions from Livestock","Namibia","Stocks","Cattle, dairy","2021","FAO TIER 1","249768"
"Emissions from Livestock","Namibia","Stocks","Cattle, non-dairy","2021","FAO TIER 1","2700778"
"Emissions from Livestock","Namibia","Stocks","Chickens, broilers","2021","FAO TIER 1","3474322"
"Emissions from Livestock","Namibia","Stocks","Chickens, layers","2021","FAO TIER 1","827190"
"Emissions from Livestock","Namibia","Stocks","Goats","2021","FAO TIER 1","1868905"
"Emissions from Livestock","Namibia","Stocks","Horses","2021","FAO TIER 1","42868"
"Emissions from Livestock","Namibia","Stocks","Mules and hinnies","2021","FAO TIER 1","6787"
"Emissions from Livestock","Namibia","Stocks","Sheep","2021","FAO TIER 1","1439601"
"Emissions from Livestock","Namibia","Stocks","Swine, breeding","2021","FAO TIER 1","10005"
"Emissions from Livestock","Namibia","Stocks","Swine, market","2021","FAO TIER 1","90044"
"Emissions from Livestock","Nauru","Stocks","Chickens, broilers","2021","FAO TIER 1","721"
"Emissions from Livestock","Nauru","Stocks","Chickens, layers","2021","FAO TIER 1","4280"
"Emissions from Livestock","Nauru","Stocks","Swine, breeding","2021","FAO TIER 1","303"
"Emissions from Livestock","Nauru","Stocks","Swine, market","2021","FAO TIER 1","2727"
"Emissions from Livestock","Nepal","Stocks","Buffalo","2021","FAO TIER 1","5159931"
"Emissions from Livestock","Nepal","Stocks","Cattle, dairy","2021","FAO TIER 1","1209041"
"Emissions from Livestock","Nepal","Stocks","Cattle, non-dairy","2021","FAO TIER 1","6257800"
"Emissions from Livestock","Nepal","Stocks","Chickens, broilers","2021","FAO TIER 1","62044000"
"Emissions from Livestock","Nepal","Stocks","Chickens, layers","2021","FAO TIER 1","11374000"
"Emissions from Livestock","Nepal","Stocks","Ducks","2021","FAO TIER 1","432000"
"Emissions from Livestock","Nepal","Stocks","Goats","2021","FAO TIER 1","13442614"
"Emissions from Livestock","Nepal","Stocks","Sheep","2021","FAO TIER 1","793725"
"Emissions from Livestock","Nepal","Stocks","Swine, breeding","2021","FAO TIER 1","158884"
"Emissions from Livestock","Nepal","Stocks","Swine, market","2021","FAO TIER 1","1429954"
"Emissions from Livestock","Netherlands (Kingdom of the)","Stocks","Cattle, dairy","2021","FAO TIER 1","1554000"
"Emissions from Livestock","Netherlands (Kingdom of the)","Stocks","Cattle, non-dairy","2021","FAO TIER 1","2151000"
"Emissions from Livestock","Netherlands (Kingdom of the)","Stocks","Chickens, broilers","2021","FAO TIER 1","56727000"
"Emissions from Livestock","Netherlands (Kingdom of the)","Stocks","Chickens, layers","2021","FAO TIER 1","43160000"
"Emissions from Livestock","Netherlands (Kingdom of the)","Stocks","Ducks","2021","FAO TIER 1","632000"
"Emissions from Livestock","Netherlands (Kingdom of the)","Stocks","Goats","2021","FAO TIER 1","575000"
"Emissions from Livestock","Netherlands (Kingdom of the)","Stocks","Horses","2021","FAO TIER 1","97602"
"Emissions from Livestock","Netherlands (Kingdom of the)","Stocks","Sheep","2021","FAO TIER 1","729000"
"Emissions from Livestock","Netherlands (Kingdom of the)","Stocks","Swine, breeding","2021","FAO TIER 1","1087200"
"Emissions from Livestock","Netherlands (Kingdom of the)","Stocks","Swine, market","2021","FAO TIER 1","9784800"
"Emissions from Livestock","Netherlands (Kingdom of the)","Stocks","Turkeys","2021","FAO TIER 1","604000"
"Emissions from Livestock","New Caledonia","Stocks","Cattle, dairy","2021","FAO TIER 1","303"
"Emissions from Livestock","New Caledonia","Stocks","Cattle, non-dairy","2021","FAO TIER 1","81712"
"Emissions from Livestock","New Caledonia","Stocks","Chickens, broilers","2021","FAO TIER 1","384996"
"Emissions from Livestock","New Caledonia","Stocks","Chickens, layers","2021","FAO TIER 1","148910"
"Emissions from Livestock","New Caledonia","Stocks","Goats","2021","FAO TIER 1","1851"
"Emissions from Livestock","New Caledonia","Stocks","Horses","2021","FAO TIER 1","10761"
"Emissions from Livestock","New Caledonia","Stocks","Sheep","2021","FAO TIER 1","2211"
"Emissions from Livestock","New Caledonia","Stocks","Swine, breeding","2021","FAO TIER 1","3745"
"Emissions from Livestock","New Caledonia","Stocks","Swine, market","2021","FAO TIER 1","33706"
"Emissions from Livestock","New Zealand","Stocks","Cattle, dairy","2021","FAO TIER 1","4804582"
"Emissions from Livestock","New Zealand","Stocks","Cattle, non-dairy","2021","FAO TIER 1","5345664"
"Emissions from Livestock","New Zealand","Stocks","Chickens, broilers","2021","FAO TIER 1","21528594"
"Emissions from Livestock","New Zealand","Stocks","Chickens, layers","2021","FAO TIER 1","4146832"
"Emissions from Livestock","New Zealand","Stocks","Ducks","2021","FAO TIER 1","183979"
"Emissions from Livestock","New Zealand","Stocks","Goats","2021","FAO TIER 1","116666"
"Emissions from Livestock","New Zealand","Stocks","Horses","2021","FAO TIER 1","40276"
"Emissions from Livestock","New Zealand","Stocks","Sheep","2021","FAO TIER 1","25732889"
"Emissions from Livestock","New Zealand","Stocks","Swine, breeding","2021","FAO TIER 1","24872"
"Emissions from Livestock","New Zealand","Stocks","Swine, market","2021","FAO TIER 1","223845"
"Emissions from Livestock","New Zealand","Stocks","Turkeys","2021","FAO TIER 1","76766"
"Emissions from Livestock","Nicaragua","Stocks","Asses","2021","FAO TIER 1","9098"
"Emissions from Livestock","Nicaragua","Stocks","Cattle, dairy","2021","FAO TIER 1","890014"
"Emissions from Livestock","Nicaragua","Stocks","Cattle, non-dairy","2021","FAO TIER 1","4766611"
"Emissions from Livestock","Nicaragua","Stocks","Chickens, broilers","2021","FAO TIER 1","21203669"
"Emissions from Livestock","Nicaragua","Stocks","Chickens, layers","2021","FAO TIER 1","4651494"
"Emissions from Livestock","Nicaragua","Stocks","Goats","2021","FAO TIER 1","7874"
