Meat,Vegan,ingredients,preparation,href
Spaghetti,SPAGHETTI + ITALIAN VEGAN MEATBALLS,"


Ingredients



Scale
1x2x3x 




12 oz. pasta or 2 spaghetti squash
1 jar (25 oz.) marinara sauce (or pasta sauce of choice)

Bean Balls

1 tablespoon olive oil or 1/4 cup water, for water saute
8 oz. mushrooms (about 8 oz), sliced (I used cremini)
1 small yellow onion, diced
2 cloves garlic, minced
1/2 cup walnuts or sunflower seeds, optional
1 can (15 oz) beans (cannellini, chickpeas, kidney or black beans), drained and rinsed
1 cup of oats (old fashioned or quick oats)
1 tablespoon Italian seasonings (sub with dried oregano, basil, thyme or a mixture of these)
1/2 teaspoon garlic powder
pinch of red pepper flakes, to taste
sea salt and pepper, to taste


","

Instructions


Saute: In a skillet or pan, heat oil or water over medium heat. Add mushrooms, onion and garlic, add saute for 5 minutes, adding the herbs during the last minute. Let cool for a few minutes.
Food processor: If using the nuts/seeds, place in food processor first and pulse until coarsely ground, and continue. Also, if using old fashioned oats place them in the with the nuts to chop them up a bit. Add the beans, sauteed veggies, oats. Pulse until just combined (don’t overmix or it’ll turn into a paste). Taste for seasoning adding anything extra you may like. I added in some fresh chopped basil I had on hand.
Shape vegan meatballs: Roll mixture into balls, about 1 1/2 – 2 inches, and place on a baking sheet. I was able to get 10 jumbo sized bean balls. You can easily make smaller balls, yielding 16 – 20.
Cook in 1 of 2 ways:

Bake: Place balls on a baking sheet lined with parchment or silicone mat. Put in the oven on the middle rack and bake for 25 – 30 minutes at 400 degrees F. If roasting spaghetti squash, add in while the squash is cooking. Remove both when time is up and let cool.
Stovetop: In a skillet or shallow pan, heat 1 tablespoon oil over medium heat, add meatballs and cook for 15 – 20 minutes, turning often to brown all sides.

Cook sauce + meatballs: Add the pasta sauce and meatballs together, cook over low for 10 minutes, or until sauce is warmed through.
Pasta: Cook the pasta according to package directions. If using spaghetti squash, see How To Cook Spaghetti Squash
Serve: In individual bowls serve spaghetti topped with sauce and vegan meatballs. Top with salt, pepper, and chopped fresh parsley or basil. A nice dusting of Almond Parmesan will also enhance this dish!
Serves 4 – 6
Store leftovers in an airtight container for up to 5 days. Leftovers were great!

",https://simple-veganista.com/spaghetti-squash-italian-bean-balls/
Meatballs,SPAGHETTI + ITALIAN VEGAN MEATBALLS,"


Ingredients



Scale
1x2x3x 




12 oz. pasta or 2 spaghetti squash
1 jar (25 oz.) marinara sauce (or pasta sauce of choice)

Bean Balls

1 tablespoon olive oil or 1/4 cup water, for water saute
8 oz. mushrooms (about 8 oz), sliced (I used cremini)
1 small yellow onion, diced
2 cloves garlic, minced
1/2 cup walnuts or sunflower seeds, optional
1 can (15 oz) beans (cannellini, chickpeas, kidney or black beans), drained and rinsed
1 cup of oats (old fashioned or quick oats)
1 tablespoon Italian seasonings (sub with dried oregano, basil, thyme or a mixture of these)
1/2 teaspoon garlic powder
pinch of red pepper flakes, to taste
sea salt and pepper, to taste


","

Instructions


Saute: In a skillet or pan, heat oil or water over medium heat. Add mushrooms, onion and garlic, add saute for 5 minutes, adding the herbs during the last minute. Let cool for a few minutes.
Food processor: If using the nuts/seeds, place in food processor first and pulse until coarsely ground, and continue. Also, if using old fashioned oats place them in the with the nuts to chop them up a bit. Add the beans, sauteed veggies, oats. Pulse until just combined (don’t overmix or it’ll turn into a paste). Taste for seasoning adding anything extra you may like. I added in some fresh chopped basil I had on hand.
Shape vegan meatballs: Roll mixture into balls, about 1 1/2 – 2 inches, and place on a baking sheet. I was able to get 10 jumbo sized bean balls. You can easily make smaller balls, yielding 16 – 20.
Cook in 1 of 2 ways:

Bake: Place balls on a baking sheet lined with parchment or silicone mat. Put in the oven on the middle rack and bake for 25 – 30 minutes at 400 degrees F. If roasting spaghetti squash, add in while the squash is cooking. Remove both when time is up and let cool.
Stovetop: In a skillet or shallow pan, heat 1 tablespoon oil over medium heat, add meatballs and cook for 15 – 20 minutes, turning often to brown all sides.

Cook sauce + meatballs: Add the pasta sauce and meatballs together, cook over low for 10 minutes, or until sauce is warmed through.
Pasta: Cook the pasta according to package directions. If using spaghetti squash, see How To Cook Spaghetti Squash
Serve: In individual bowls serve spaghetti topped with sauce and vegan meatballs. Top with salt, pepper, and chopped fresh parsley or basil. A nice dusting of Almond Parmesan will also enhance this dish!
Serves 4 – 6
Store leftovers in an airtight container for up to 5 days. Leftovers were great!

",https://simple-veganista.com/spaghetti-squash-italian-bean-balls/
not Pancake,SAVORY CHICKPEA PANCAKE (GF),"


Ingredients



Scale
1x2x3x 




2/3 cup chickpea flour (aka garbanzo bean or besan)
2/3 cup water
1/2 heaping teaspoon baking soda (can be optional)
pinch of turmeric (will give it a yellow color), optional
1/2 teaspoon cumin, or to taste
1/4 teaspoon garlic powder
mineral salt, to taste
juice of 1/2 small lemon or 1 teaspoon apple cider vinegar

Add-ins:

2/3 cup greens (kale or spinach), julienned and loosely packed
small handful mushrooms, thinly sliced
1/2 shallot, finely diced
7 grape tomatoes, halved or quartered depending on the size


","

Instructions


Preheat griddle on medium.
Mix: In a medium size bowl, combine flour, water, baking soda, optional turmeric, cumin, garlic powder and salt to taste. Mix well ensuring all the flour lumps are gone. Add in lemon, stir and you will notice the batter rise and foam a bit. Add in veggies and combine thoroughly. (Note: I don’t really measure the vegetables, so this is an approximation)
Cook: Pour 1/2 of the mixture onto the preheated griddle or skillet. You can use your spatula to move the veggies around and flatten as needed if they are piled up in areas. Also you can help make your pancake round by gently pushing in the edges where needed. There may be times when it appears that you have more veggies than batter, don’t panic….in a few minutes the batter will puff up from the baking soda and fill in making it look fluffy and full. Let cook for 5 minutes. Flip and cook another 5 – 7 minutes, making sure the batter cooks throughout.
Serve with your choice of condiments. A thinned hummus would also be great! Pairs well with fresh fruit on the side.
Makes 2 pancakes
Store: Leftovers can be stored in the refrigerator for up to 4 days, in a covered container. Reheat in the toaster oven or microwave.

",https://simple-veganista.com/savory-chickpea-pancakeflatbread-gluten/
Tacos,CHICKPEA TACOS (QUICK + EASY),"


Ingredients



Scale
1x2x3x 




1 1/2 cups cooked chickpeas (garbanzo beans) or 1 can (15oz.), drained and rinsed
1 tablespoon tamari
1 teaspoon garlic powder
1/2 teaspoon cumin
1/2 teaspoon paprika (regular or smoked)
1/2 teaspoon onion powder
1 – 2 tablespoons hot sauce (sriracha, Franks, Tapatio, etc.), or to taste
6 corn tortillas, warmed
1/2 avocado, sliced
1/4 head cabbage (red or green), shredded
2 green onions, thinly sliced
1/4 cup cilantro
vegan sour cream (Creamy Hatch Chile Dressing, Cilantro-Lime Sour Cream, or Sriracha Cashew Cream)
lime wedges, to serve


","

Instructions


Spiced Chickpeas: In a small pan, combine the chickpeas, garlic + onion powder, cumin, paprika, tamari, and as much hot sauce to suit your taste. Warm chickpea mixture over medium heat until warmed through. Alternatively, warm the chickpeas in the microwave, using a microwave safe bowl, for 45 – 60 seconds.
Warm the tortillas: I do this carefully on the stove top over an open flame to give it some charring on the edges. Stack them on top of each other to keep them warm, you can also place them in a tortilla warmer.
Assemble: Layer each tortilla with buffalo chickpeas, avocado, cabbage, green onions, cilantro, and drizzle of vegan crema.
Serves 3, two tacos per serving
Store: Leftover chickpea mixture can be stored in the refrigerator for up to 5 – 6 days, in a covered container.

",https://simple-veganista.com/quick-easy-chickpea-tacos/?swcfpc=1
Shepherd's Pie,VEGAN SHEPHERD’S PIE,"


Ingredients



Units
USM 

Scale
1x2x3x 




2 tablespoons olive oil or 1/4 cup water
1 small yellow onion (about 1 cup), diced
2 cloves garlic, minced
1 cup carrots, diced
1 cup celery, diced
2 teaspoons dried thyme (or half rosemary)
2 cans (14oz.) lentils (or 3 cups cooked), drained and rinsed
2 tablespoons all-purpose flour
2 tablespoons tomato paste
1 tablespoon vegan Worcestershire sauce (such as Annie’s), or use tamari or soy sauce
1 rounded teaspoon dijon
1 cup frozen peas
1 cup frozen corn (or 6oz. can, drained)
1 cup vegetable broth
salt + pepper, to taste

Potato Topping

2 1/2 lbs. potatoes (yukon or russet), cut into 1 inch cubes
4 tablespoons vegan butter (my favorite it Miyoko’s) or olive oil
1/3 – 2/3 cup unsweetened, plain almond milk or vegan cream
1 teaspoon garlic powder
salt + fresh cracked pepper, to taste


","

Instructions


Potatoes: Cut potatoes into 1 inch cubes. Add potatoes to a large pot and cover with water (I added a few sprigs of thyme to the water.) Bring to a boil and simmer until potatoes are tender, about 15 minutes. Drain potatoes, add butter/oil, mash into potatoes to melt, add milk and stir until desired consistency. Add salt and freshly ground pepper to taste and set aside in a warm place.
Preheat oven to 400 degrees F.
Filling: In a shallow pot or dutch oven, warm oil/water over medium heat, add onions, carrots, celery and garlic, saute for 5 minutes. Add thyme and rosemary, cook for 1 minute more. Add the lentils, tomato paste, Worcestershire sauce and flour, mix well until flour is incorporated and no white streaks. Add the corn, peas, dijon, salt, pepper, and vegetable broth, simmer for 5 minutes, stirring occasionally. Taste for flavor and season with more salt and pepper to taste.
Assemble: Using the pot you cooked the vegetables or transfer to a 9 x 9 or 9 x 11 baking dish, evenly layer the mashed potato topping overtop, spreading from edge to edge. Leave as is, or make a pattern on the potatoes using the back of a fork, dragging it from edge to edge, then repeat in the other direction for a criss cross pattern.
Bake: If the baking dish seems very full, place it on a rimmed baking sheet so that the filling doesn’t bubble over into your oven. Place in the oven and bake, uncovered, for 25 – 30 minutes. Let cool for 15 minutes before serving.
Serves 6
Store: Leftovers can be stored in the refrigerator for up to 5 – 6 days in a covered container. To store longer, keep in the freezer for 2 – 3 months.

",https://simple-veganista.com/vegan-shepherds-pie/
Burger,Santa Fe Black Bean Burger (Vegan),"


Ingredients



Scale
1x2x3x 




1 can (14 oz) organic black beans, drained and rinsed
1/4 cup oats (rolled or quick)
1/4 cup flax meal or flour of choice (see notes)
1 teaspoon cumin
1/2 teaspoon cayenne or chipotle powder
1/2 teaspoon garlic powder
1/2 teaspoon pink salt
1/4 cup chunky salsa or pico de gallo, give or take
1 tablespoon olive oil, for pan-frying
cornmeal, for dusting (I used coarse grind) (optional)


","

Instructions


Mash black beans: In a medium-size bowl, mash black beans with a strong fork or use a potato masher, leaving some chunks for texture if you like. 
Make patty mixture: Add oats, flour, spices, salt, and salsa, mix again, feel free to use your hands if you like to. If the mixture is too wet, add more flax meal/flour to the mix, but really it should be ok. Taste for flavor.
Shape patties: Divide the mixture and shape your patties into whatever size you like. I like to make 2 jumbo-sized burger patties, but you can make 3 – 4 smaller ones. Give a light dusting of cornmeal if you have it. It will give a nice crunch, flavor and cook up crispy.
Cook on the stovetop, oven, or grill:

Stovetop: Heat 1 tablespoon oil in a skillet on medium. Cook for about 5 minutes on each side. It’s ok if the cornmeal gets a little crispy. Trust me, it’s delicious!
Oven (oil-free): Preheat oven to 350 degrees F. Line a baking sheet with parchment or a silicone mat. Place patties on a baking sheet, place in the oven on the center rack, and bake for 10 – 15 minutes, flip and repeat.

Serve with your choice of accompaniments such as red onion slices, leafy greens, salsa, or Vegan Mayo. Add some mashed avocado as a spread or sliced avocado if you prefer. Or serve on a bed of leafy greens. 
Makes 2 jumbo-sized patties or 3 – 4 smaller ones.

",https://simple-veganista.com/black-bean-burger/
Paella,SPANISH VEGAN PAELLA,"


Ingredients



Units
USM 

Scale
1x2x3x 




1/2 heaping teaspoon saffron or turmeric
2 tablespoons olive oil or 1/4 cup water/veggie broth
1 large yellow onion, thinly sliced
2 bell peppers (red, orange or yellow), cored and thinly sliced
4 cloves garlic, minced
1 1/2 cups green beans or asparagus, cut into 2-inch pieces
1 lb. (16 oz) tomatoes, seeded and diced or 1 can (14 oz.) diced tomatoes + juice
1 1/2 teaspoons smoked paprika
1 teaspoon red pepper flakes, optional
2 – 3 bay leaves
1 1/2 cups short grain rice (Valencia or arborio)
3 1/2 cups low-sodium vegetable broth
1/2 – 1 teaspoon salt, or to taste
1 can/jar (14 oz) artichoke hearts in water, drained and quartered
1 cup green peas (fresh or frozen, thawed)
chopped parsley leaves, to garnish
lemon wedges, to serve


","

Instructions


Steep saffron: In a small bowl, add the saffron threads to 3 tablespoons warm water, let set 10 minutes to steep. If using turmeric, skip this step and add turmeric with the other spices.
Saute: Heat olive oil/broth over medium heat in a large wide flat-bottomed pan or paella pan (a dutch oven or large pot would also suffice). Add onions and bell peppers, cook until tender, about 5 minutes. Add garlic, green beans, tomatoes, smoked paprika, red pepper flakes and bay leaves, cook another 3 minutes stirring frequently. For softer veggies, cook another 7 minutes or so, totaling 10 minutes after adding the latter ingredients.
Add rice + broth: Add in the rice, broth, saffron mixture/turmeric and salt. Gently move the vegetables around so the rice falls to the bottom of the pan as much as possible. 
Boil + simmer: Bring to a boil, reduce heat to medium or medium-low and cook at a continuous gentle boil, uncovered, for 15 minutes. Do not stir the rice. If using a large paella pan (15 inches or so) you’ll want to rotate the pan over the burner every so often to help cook the rice evenly. Stay in the kitchen and clean up so you’re right there to adjust the pan when needed. If liquids seem to boil off too quickly, add a little extra warm water/broth.
Add peas and artichokes: After 15 minutes of cooking, scatter the peas and artichoke hearts on top, cook for 5 minutes more. 
Cover to steam: Turn off heat and cover for 10 minutes with a kitchen towel or other cover of choice. This will allow the rice to absorb any remaining liquid as well as steam the peas and warm the artichoke hearts and any other optional ingredients added as noted below. Once done, lightly fluff the rice and serve. Discard bay leaves before eating. Season with salt, pepper or more paprika to taste.
Serve: Garnish with chopped parsley. Pairs perfectly with a side of leafy greens and a big squeeze of lemon over top. Enjoy straight from the pan or serve in individual bowls.
Serves 4 – 6

",https://simple-veganista.com/vegetable-paella/
Meat-based dishes using Walnut Meat,WALNUT MEAT (4 WAYS),"


Ingredients



Units
USM 

Scale
1x2x3x 



Walnut Meat Base:

1 cup walnuts
1 cup mushrooms, sliced
1 tablespoon tamri (nama shoyu or soy sauce)
salt + pepper, to taste

Mexican:

1 tablespoon cumin
1/2 teaspoon garlic powder
1/4 teaspoon chipotle powder (or cayenne)

Italian:

2 teaspoons Italian seasoning
1/2 teaspoon garlic powder
1/2 teaspoon onion powder (or garlic powder)

Indian:

2 teaspoons coriander
1/2 teaspoon paprika
1/2 teaspoon cumin (or garam masala)
1/4 teaspoon cayenne
1/2 teaspoon garlic powder (or onion powder)

American:

3/4 – 1 teaspoon EACH garlic and onion powder
salt + pepper, to taste


","

Instructions


Pulse to combine: Simply add the walnuts, mushrooms, tamari and spices to the bowl of a food processor. Pulse a few times until just combined and crumbly. Careful not to over process or it will turn smooth like pate.
Taste for seasoning, adding more of any spice you like.
Warm it up: Optionally, heat on the stove over low heat, stirring frequently until warmed through. Alternatively, heat in the microwave using 15 second intervals, stirring between each, until warm. Just don’t overcook.
Makes about 1 1/2 cups.
Serves 3
Store: Leftovers can be stored in the refrigerator for up to 3 – 4 days.

",https://simple-veganista.com/walnut-meat/
Burrito,VEGAN BURRITO BOWL,"


Ingredients



Scale
1x2x3x 



Fajitas

2 tablespoons olive oil or 1/4 cup water for water saute
2 bell peppers (any color), cored and thinly sliced
1 small white onion, thinly sliced
1/4 teaspoon dried oregano
pinch of mineral salt

To Serve

2 cans (15oz) black beans, drained and rinsed or 3 cups Instant Pot Black Beans
1 batch Cilantro Lime Rice or 3 cups cooked rice
2 heads of romaine, shredded (about 3 – 4 cups)
Corn Salsa
Pico de Gallo
1 – 2 avocados
lime wedges


","

Instructions


The Beans: Start with the beans, I usually make these ahead if making from scratch. If you’re making them fresh, the Instant Po Black Beans will take about 60 minutes to complete. If I don’t want to use homemade, open a can of black beans and simply drain and rinse them.
The Rice: The Cilantro Lime Rice takes about 25 – 30 from start to finish so it’s a good idea to get that started after the beans, unless using canned beans than you can start with the rice.
The Veggies: The fajitas only take about 15 minutes, including prep time, to finish. These can be made while the rice is cooking.

In a large skillet, heat olive oil or water over medium heat. Add the onions, bell peppers, oregano and pinch of salt, and saute for 10 minutes, stirring occasionally, until onions and peppers are soft and tender. Remove from heat.

Assemble: To assemble your burrito bowls, in individual bowls add about 3/4 cup of rice, 3/4 cup of beans, 1/4 – 1/3 cup of corn salsa or pico de gallo, and 1/4 of the fajita mixture, along with a handful of shredded lettuce. Add a side of avocado (mashed or sliced), I usually use 1/4 of an avocado per bowl. Top with a squeeze of lime, pinch of salt and a dash of red pepper flakes.
Store: All the leftover components can be stored in the refrigerator for up to 3 – 4 days. Store individually or together (as for meal prep).

",https://simple-veganista.com/vegan-burrito-bowl/
Stir Fry,SPICY CABBAGE STIR FRY,"


Ingredients



Scale
1x2x3x 




2 tablespoons sesame oil, divided
12 ounces organic tofu (firm or extra firm), cut into dominoes
1 tablespoon fresh ginger, minced
2 – 3 large garlic cloves, minced
pinch of red pepper flakes
1 small cabbage (about 1 1/2 lbs.), finely shredded (red, green or both)
1 red bell pepper, julienned
1 carrot or 1 cup baby carrots, cut into matchsticks
4 green onions, sliced (reserve one green onion for garnish)
2 – 4 tablespoons tamari ,low sodium soy sauce or coconut aminos
1 – 2 tablespoons rice wine vinegar
2 tablespoons water
salt + pepper, to taste

to serve

sesame seeds
scallions (green onions), thinly sliced
grain of choice (soba or ramen noodles or quinoa, basmati or jasmine rice), optional


","

Instructions


Crispy tofu: Cut the tofu into dominoes and press between paper towels or dish cloth. Heat 1 tablespoon oil in a pan, add tofu and cook for 5 – 8 minutes on each side, until lightly golden in color. Season with salt and garlic powder (or garlic salt). Transfer tofu to a small plate.
Stir fry: Heat 14 inch wok or large skillet over medium- high heat, add 1 remaining tablespoon of oil, add garlic, ginger and red pepper flakes and cook for 1 minute. Add cabbage, red bell pepper, carrots, green onions, tamari, rice vinegar and water, stir fry for 5 – 7 minutes, or until cabbage wilts and veggies soften. Add the tofu to the cabbage stir fry 2 minutes before done to warm through. Taste for seasoning, adding salt to taste.
Serve cabbage stir fry with cooked grain of choice and garnish with sesame seeds, green onions and/or cilantro.
Serves 4

",https://simple-veganista.com/spicy-stir-fried-cabbage-tofu-and-red/
Meatballs,RAW PASTA PRIMAVERA + MEATBALLS,"


Ingredients



Scale
1x2x3x 




1 orange bell pepper, diced
1 yellow bell pepper, diced
handful of cherry tomatoes, cut in half
1/2 large zucchini, diced
1 – 2 green onions, thinly sliced (optional)
1 batch Raw Marinara Sauce (using basil)

Pasta

3 zucchini, spiralize or julienne
3 yellow squash, spiralize or julienne

Meatballs

8 oz. mushrooms, sliced (baby bella’s or cremini)
2 tablespoons tahini
1 cup walnuts
3 tablespoons quick oats or oat flour
1 large clove garlic
1/2 small shallot
2 teaspoons tamari (or nama shoyu)
2 tablespoons fresh oregano, packed
mineral salt + cracked pepper, to taste


","

Instructions


Prep veggies: Start by preparing your veggies. Spiralize or julienne (either by hand or with a julienne tool) the zucchini & squash for the pasta. Set aside.
Meatballs: Place ingredients for the meatballs into your food processor/blender, blend until well combined but still a bit chunky (not too chunky, but just a very minimal amount). Taste for seasoning. Scoop out 3 tablespoons of mixture at a time and form into balls by gently flipping back and forth between your palms and use your fingers to mold making a nice circle shape. Makes about 8. Set aside.
Serve: Layer pasta in individual serving dishes, top with marinara, a handful of veggies and a couple meatballs. Finish it off by topping with a light dusting of almond parmesan and some fresh cracked pepper. Enjoy!
Serves 2 – 4
Store: Leftovers can be stored in the refrigerator for up to 3 days.

",https://simple-veganista.com/raw-pasta-primavera-meatballs/
Stuffed Shells,BUTTERNUT SQUASH STUFFED SHELLS,"


Ingredients



Units
USM 

Scale
1x2x3x 




3 – 4 lbs. butternut squash (about 5 – 6 cups), seeds removed and cut into 1/2 inch cubes
1 tablespoon olive oil
1 clove garlic
1/4 – 1/2 teaspoon thyme
1/4 teaspoon red pepper flakes, or to taste
1 – 2 cups water or vegetable broth
2 cups cashew ricotta or tofu ricotta
2 handfuls of fresh spinach (about 2 – 3 oz.) or 1 package (10oz.) frozen, thawed and squeezed
20 – 22 jumbo shells
mineral salt, to taste


","

Instructions


Preheat oven to 400 degrees F. Line a rimmed baking sheet with parchment paper or silicone mat.
Prep and roast the squash: Prep the squash, cutting into 1/2 inch cubes. Place squash on baking sheet, drizzle with oil and sprinkle of salt. Place the sheet pan in the oven and roast for 30 minutes. Once done let squash cool a few minutes. Reduce the oven temperature to 350 degrees.
Make the cashew ricotta: While the squash is roasting, make the vegan ricotta and mix in the spinach. Set aside.
Cook the pasta: Cook the pasta according to package directions, drain and set aside.
Make the butternut squash sauce: In a food processor or high speed blender, add 4 cups of the roasted squash, reserving the rest to stuff the shells. Add the garlic, red pepper flakes, thyme, salt and 1 cup of water, blend until smooth, adding more water as needed to thin. I used about 1 1/2 cups, you don’t want it too thin, but not too thick either, use your best judgement. Alternately, Sauce can be made using a stick blender and the pot you cooked the pasta in.
Layer and stuff the shells: Place the sauce at the bottom of your baking dish, spreading it from side to side to coat the entire bottom. Scoop one heaped tablespoon of ricotta filling into each shell along with 3 pieces of butternut squash. Ricotta will fill about 18 shells. Use a 12 inch round or 9×13 rectangular dish.
Bake: Cover and bake in the oven at 350 degrees for 15 – 20 minutes, or until warmed through.
Serves 6 (3 shells per serving).
Store: Leftovers can be kept in the refrigerator for 4 – 5 days, in a covered container. For longer storage, keep in the freezer in freezer safe containers (affiliate link) for 2 – 3 months.

",https://simple-veganista.com/butternut-squash-stuffed-shells/
Peppers,TOFU SCRAMBLE STUFFED POBLANO PEPPERS,"


Ingredients



Scale
1x2x3x 




4 large poblano peppers
1 block (14 -16 oz.) organic tofu (firm or extra-firm), drained and pressed
1 tablespoon olive oil
1 small onion, diced (about 1 cup)
8 oz mushrooms, sliced (I used baby bella)
1 small bell pepper, diced (any color)
1 teaspoon garlic powder
a large handful of fresh baby spinach (or chopped large leaf)
1/4 cup nutritional yeast
mineral salt & pepper, to taste

To serve, optional

sriracha cashew cream or vegan aioli
avocado slices


","

Instructions


Roast poblano peppers using one of two ways.

Oven: Roast in preheated oven at 450 degrees for 20 minutes or so on a cookie sheet, turning halfway in between to flip peppers over.
Broiler: Roast your peppers in the broiler. To do this move the broiler pan about 6 inches away from heating element and preheat broiler. Place poblano peppers on a baking sheet and broil, turning often, until tender and blackened all over, 8 to 10 minutes. 

Steam peppers: Transfer to a large bowl, cover tightly with plastic wrap and set aside to let steam for 10 to 15 minutes.
While peppers are roasting, drain the tofu. No pressing is needed since we’ll cook off most of the moisture, but while prepping the veggies I like to set the tofu on its side in the tub it came in so the excess water will drain.
Tofu scramble: In a large skillet/wok, heat oil over medium heat, add onions, and cook for 4 minutes. Add tofu, crumbling between your fingers, and cook for 3 minutes. Add mushrooms, bell pepper and garlic powder, cook for another 3 – 4 minutes. Add spinach, cook for 2 – 3 minutes, until it starts to wilt. Add nutritional yeast and season with salt and pepper. Gently toss and cook for 1 minute.
Peel and de-seed peppers: Remove any loose skin off the peppers. Make one incision down the length of each pepper and carefully remove seeds. 
Stuff peppers: Scoop tofu mixture into peppers. If the peppers need to be heated, using the same baking dish you cooled the peppers in, place under broiler on low for a minute or two, watching closely so nothing burns.
Serve: Top with a drizzle or dollop of cashew cream and avocado slices. Salsa would also be great. I also loved having some warmed corn tortillas on the side as well.
Serves 4
Store: Leftovers can be stored in the refrigerator for up to 4 days, in a covered container. Reheat in the oven at 350 degrees for 10 – 15 minutes. Alternatively,  heat in the microwave for 1 – 2 minutes.

",https://simple-veganista.com/tofu-scramble-stuffed-poblano-peppers/
Pizza,MEDITERRANEAN PIZZA,"


Ingredients



Scale
1x2x3x 




1 prepared pizza dough or pizza dough recipe
1/3 cup pizza or marinara sauce
1 tomato, thinly sliced
1 can artichoke hearts, sliced
1/3 cup black or green olives, halved
3/4 cup cooked chickpeas
1/4 small red onion, thinly sliced
pinch of red pepper flakes, optional
6 – 7 large basil leaves, julienned
almond parmesan, to serve


","

Instructions


Preheat oven to 450 degrees F. Place pizza stone or large baking sheet into the oven while oven heats.
Prep the dough: Let dough come to room temperature. Lightly flour a cutting board or flat workstation, gently stretch with your hands and roll out into a 12 inch pizza round. Be patient with the dough, it will want to shrink back (this is because of the gluten) but keep going you’ll get it to stay in place soon enough. Place dough on a good size piece of parchment paper, this is the easiest way to transfer the dough. 
Par-bake dough: Once oven is ready, place dough on baking sheet and bake on the center rack for 7 – 10 minutes.
Layer pizza: Carefully remove pizza dough from the oven and layer starting with the sauce, then the tomato slices, artichokes, olives, chickpeas and finally the red onion. Give a good sprinkle of red pepper flakes and mineral salt. 
Bake: Place pizza back in the oven for an additional 10 – 15 minutes. Let cool a few minutes.
To serve: Add basil or arugula over top. Cut into 4, 6 or 8 slices. Serve warm with a sprinkle of almond parmesan.

",https://simple-veganista.com/mediterranean-pizza/
Shepherd's Pie,VEGETARIAN SHEPHERD'S PIE,"


Ingredients



Scale
1x2x3x 



Mashed potatoes

2 1/2 pounds potatoes ( I used Yukon gold)
1/4 – 1/2 cup unsweetened almond milk
2 – 4 tablespoons olive oil or vegan butter
mineral salt + pepper, to taste

Filling

1 tablespoon olive oil or 1/4 cup water
1 small onion (about 1 cup), chopped
2 cloves garlic, minced
2 large carrots (about 1 cup), chopped
2 stalks celery (about 1 cup), sliced
8 ounces mushrooms, sliced
2 tablespoon flour
2 tablespoons tamari, soy sauce or coconut aminos
1 cup asparagus, sliced in 1 inch pieces
1 cup green beans, cut in 1 inch pieces
1 fresh corn (about 1 cup), cut off the cob
2 cups baby spinach, loosely packed
1 can (15oz) kidney beans (1 1/2 cups), drained and rinsed
1 1/2 teaspoons dried thyme (or 1 tsp. fresh)
2 teaspoons fresh rosemary, minced (or 1 tsp. dried)
1 1/2 cups vegetable broth
mineral salt + pepper, to taste


","

Instructions


Potatoes: Cut potatoes into 1 inch cubes. Add potatoes to a large pot and cover with water (I added a few sprigs of thyme to the water.) Bring to a boil and simmer until potatoes are tender, about 15 minutes. Drain potatoes, add butter/oil, mash into potatoes to melt, add milk and stir until desired consistency. Add salt and freshly ground pepper to taste and set aside in a warm place.
Filling: In a cast iron skillet, warm oil over medium heat, add onions and saute for 5 minutes. Add garlic, carrots, celery and mushrooms, sauté for 4 more minutes. Add the tamari and flour, mix well until flour is incorporated and no white streaks. Add the corn, kidney beans, green beans, asparagus, herbs, and vegetable broth, simmer for 10 to 15 minutes, until vegetables are tender. Add the spinach in the last 5 minutes, and let wilt. Season with salt and pepper to taste.
Assemble: Spoon the potatoes evenly over the top of the filling and add a few sprigs of thyme or paprika for color. Place the skillet under the broiler, about 3 – 4 inches away, for 5 minutes to let the potatoes brown.
Let set a few minutes and serve warm. Gravy will thicken upon standing.
Serves 4 – 6

",https://simple-veganista.com/skillet-gardeners-pie/
Chicken Tikka Masala,CHICKPEA TIKKA MASALA,"


Ingredients



Units
USM 

Scale
1x2x3x 




2 tablespoons olive oil or 1/4 cup water/broth
1 large onion, diced
1 teaspoon cumin seeds
3 – 4 garlic cloves, minced
2 inch piece of ginger, minced or grated
1 tablespoon ground coriander, optional
1 1/2 teaspoons turmeric
1 heaping teaspoon garam masala
1/2 – 1 teaspoon cayenne
1/2 teaspoon mineral salt
2 cans (14oz) diced tomatoes, with juices (or 4 tomatoes chopped)
2 tablespoons tomato paste
2 cans (14oz) chickpeas (garbanzo beans), drained and rinsed
1 can (15oz.) coconut milk (full or low fat – cream is ok too)

To Serve

1/2 cup chopped fresh cilantro
grain of choice (rice, quinoa, couscous)
homemade vegan naan


","

Instructions


In a large pot, heat oil or water over medium heat, add onions and cumin seeds, cook for 5 – 7 minute, until onions are browned around the edges. Add the ginger and garlic, cook 1 to 2 minutes more. Add the garam masala, turmeric, garam masala, cayenne  and cook for 1 – 2 two minutes, or until nice and fragrant. Add tomatoes and cook for 4 minutes, until they breakdown a bit. Add tomato paste, chickpeas and coconut milk, stir to combine and bring to a gentle simmer, stirring occasionally. Simmer, covered, for 25 to 30 minutes over low heat, stirring occasionally. Adjust seasonings to taste.
Serve with rice, cilantro lime rice, quinoa, couscous, or pair with vegan naan.
Serves 6

",https://simple-veganista.com/chickpea-tikka-masala/
